Continent,Region,City,Country,Meal.inex.rest,Meal2px$$3course,McMeal,Beer0.5Res,BeerImport.33Res,CappRest,CokeRest,WaterRest,Milk1l,BreadLoaf,Ricekg,Eggs12,Cheesekg,Chickenkg,Beefkg,Appleskg,Bananakg,Orangeskg,Tomatokg,Potatokg,Onionkg,Lettuce,Water1.5lmarket,Wine$$market,BeerDomes0.5market,BeerImport0.33market,Cigs20,Busfare,Monthbuspass,Taxistart,Taxi1km,Taxi1hrwait,Fuel1l,VwGolf,ToyotaCorolla,Basicbillsapartment,1minmobile,Wifiunlimited,Gymmonth,Tennis1hr,Cinema,Preschoolmonth,Internationalprimaryyear,Jeans,Dress,Trainers,Leathershoes,1bedaptmcity,1bedaptmsuburb,3bedaptmcity,3bedaptmsuburb,sqmpriceaptmcity,sqmtpriceaptmsuburb,netmonthlysalary
Asia,Southern Asia,Indore,India,3.06,10.41,3.67,1.84,3.49,1.09,0.39,0.19,0.67,0.42,0.79,0.9,4.79,3.66,6.95,1.84,0.49,0.75,0.5,0.36,0.37,0.32,0.35,9.79,2.05,3.43,3.67,0.31,6.12,0.61,0.2,1.22,1.3,9794.11,22444.83,26.02,0.01,9.43,13.96,20.4,3.67,60.05,933.5,27.6,31.48,42.44,27.89,131.61,71.42,329.02,185.17,1014.41,510.64,524.39
Asia,Southern Asia,Thane,India,5.82,14.69,3.06,2.63,4.28,2.45,0.38,0.23,0.72,0.51,0.75,0.9,6.12,3.88,6.33,1.86,0.64,1.43,0.53,0.39,0.44,0.75,0.36,5.82,1.84,2.82,3.86,0.4,5.51,0.31,0.31,2.45,1.33,11018.37,19588.22,39.29,0.02,9.55,16.19,8.57,4.28,138.75,1509.93,30.61,22.44,44.38,34.28,275.46,208.12,612.13,416.25,2800.3,1675.24,520.31
Asia,Southern Asia,Hyderabad,India,2.45,12.24,5.26,1.84,3.67,2,0.45,0.18,0.75,0.55,0.68,0.9,5.77,3.53,6.77,2.68,0.7,1.29,0.54,0.45,0.42,0.72,0.37,10.1,1.84,3.13,4.04,0.55,12.24,0.98,0.31,1.22,1.38,12242.64,23381.69,27.92,0.01,8.97,22.67,7.57,3.67,73.38,2249.15,28.13,29.47,48.78,39.46,171.08,111.18,432.96,275.59,1127.48,622.94,514.72
Asia,Southern Asia,Bhubaneshwar,India,1.84,12.24,3.98,1.71,3.06,1.57,0.37,0.15,0.59,0.45,0.53,0.96,3.34,2.67,7.41,2.27,0.64,1.24,0.58,0.31,0.35,0.41,0.36,11.63,1.72,2.58,3.67,0.61,5.51,1.16,0.24,2.45,1.29,12242.64,29790.41,27.53,0.01,9.2,17.24,12.85,3.37,71.42,1386.48,33.97,27.21,45.39,26.22,172.62,127.87,278.52,195.88,1038.64,565.59,508.07
Asia,Southern Asia,Nagpur,India,4.9,12.24,3.67,2.33,3.98,2.04,0.42,0.17,0.63,0.45,0.64,0.93,7.07,3.75,4.4,2.1,0.61,0.95,0.54,0.43,0.42,1.29,0.35,7.35,2.27,3.67,4.9,0.37,8.57,0.67,0.2,2.45,1.36,10406.24,16527.56,17.41,0.01,8.73,11.22,7.5,3.98,75.5,1821.09,27.55,25.51,46.35,39.79,101,72.44,296.88,172.62,1360.29,438.82,497.87
Asia,Southern Asia,Guwahati,India,2.45,18.36,5.2,1.71,4.9,1.28,0.38,0.14,0.75,0.4,0.55,1.01,4.88,3.18,5.82,2.21,0.99,1.54,0.72,0.39,0.5,0.45,0.32,5.82,1.6,3.05,4.1,0.37,12.24,1.22,0.34,1.71,1.21,14691.16,17874.25,28.99,0.01,7.35,18.36,6.89,3.67,29.06,1117.14,29.93,32.53,34.01,44.89,117.84,77.28,290.76,183.64,807.25,646.42,489.71
Asia,Southern Asia,Faridabad,India,3.06,14.84,3.67,1.84,2.47,1.69,0.38,0.24,0.75,0.52,0.91,1.02,5.67,3.67,4.98,2.65,0.87,0.96,0.61,0.33,0.43,0.49,0.37,7.96,1.87,4.12,4.28,0.37,15.3,1.22,0.15,1.22,1.23,12854.77,22036.74,66.97,0.01,8.57,27.55,1.84,3.06,87.23,2601.56,27.93,33.06,49.99,43.87,106.1,73.46,265.26,191.8,935.2,607.24,489.71
Asia,Southern Asia,Cuttack,India,0.73,7.35,4.28,1.22,2.45,1.14,0.21,0.21,0.54,0.43,0.44,0.99,4.22,2.45,8.16,2.02,0.54,1.1,0.67,0.24,0.28,0.39,0.38,5.51,1.38,2.24,2.45,0.24,3.06,0.24,0.12,0.92,1.25,9794.11,16527.56,36.73,0.01,10.81,12.24,6.12,3.06,36.73,991.65,20.2,20.4,32.24,31.42,83.66,56.32,248.93,159.15,395.34,329.45,489.71
Asia,Southern Asia,Ghaziabad,India,3.67,30.61,4.28,1.59,3.06,1.64,0.38,0.18,0.71,0.46,0.74,0.85,3.72,3.14,5.47,1.04,0.63,0.63,0.54,0.37,0.45,0.56,0.34,6.12,1.93,2.85,3.06,0.61,14.69,1.22,0.17,1.22,1.13,12854.77,20506.42,56.62,0.02,9.52,14.08,24.49,3.06,32.65,979.41,22.44,28.57,53.05,28.16,97.94,67.33,212.21,142.83,646.42,342.06,489.71
Asia,Southern Asia,Bilaspur,India,2.45,7.96,3.98,2.45,3.67,0.84,0.31,0.12,0.55,0.35,0.61,0.88,3.47,2.96,4.9,1.75,0.61,1.06,0.65,0.33,0.37,0.21,0.39,5.51,2.24,3.47,3.37,0.28,5.51,0.46,0.21,0.61,1.31,7957.71,14079.03,15.71,0.01,6.68,15.51,18.36,2.45,55.09,1010.02,36.73,30.61,42.85,36.73,83.66,57.13,208.12,140.79,635.51,188.32,469.3
Asia,Southern Asia,Jaipur,India,2.45,9.79,3.67,1.84,3.98,1.44,0.45,0.2,0.64,0.45,0.89,0.91,5.35,3.81,4.16,1.49,0.42,0.81,0.48,0.35,0.4,0.39,0.37,12.24,1.69,3.46,4.28,0.31,6.73,0.61,0.24,1.22,1.35,16527.56,20812.48,50.36,0.02,9.25,17.47,5.97,3.06,44.5,1138.57,23.98,30.04,40.11,32.83,145.28,88.56,383.65,226.96,1745.05,575.22,445.94
Asia,Southern Asia,Bhopal,India,2.33,12.24,3.67,1.84,3.37,1.49,0.41,0.22,0.65,0.39,0.67,0.95,6.44,3.1,4.59,1.78,0.48,0.79,0.43,0.34,0.32,0.44,0.35,8.39,1.52,3.52,3.67,0.24,6.12,0.98,0.2,1.22,1.32,9181.98,21118.55,22.75,0.02,9.91,24.49,8.57,3.67,68.01,997.77,16.32,25.3,29.23,30.96,68.35,45.3,208.12,116.31,539.02,250.38,444.82
Asia,Southern Asia,Aurangabad,India,2.02,8.88,4.16,1.84,1.84,1.51,0.43,0.16,0.74,0.47,0.65,0.88,9.79,2.91,2.91,1.74,0.48,0.89,0.37,0.29,0.26,0.28,0.34,6.12,2.65,2.82,3.98,0.24,10.41,0.61,0.31,1.22,1.33,12242.64,18976.09,26.35,0.02,9.79,15.3,9.79,2.75,58.76,1652.76,24.97,21.42,39.18,28.57,131.61,81.11,260.16,165.28,548.82,400.44,443.8
Asia,Southern Asia,Jalandhar,India,1.84,6.12,4.55,2.02,2.33,1.26,0.33,0.19,0.64,0.38,0.56,0.79,4.22,3.43,3.92,1.44,0.67,0.93,0.54,0.32,0.43,0.38,0.3,5.51,1.64,2.3,3.06,0.24,2.45,0.37,0.18,1.84,1.2,9181.98,20506.42,37.87,0,8.72,19.28,1.53,2.45,42.44,1285.48,27.85,31.52,42.03,41.14,134.67,79.58,232.61,168.34,3672.79,2448.53,440.73
Asia,Southern Asia,Ahmedabad,India,2.45,12.24,3.67,3.37,5.51,1.67,0.45,0.19,0.71,0.54,0.72,1.04,6.08,3.56,6.19,1.9,0.57,1.04,0.6,0.35,0.45,0.76,0.35,9.49,1.86,4.63,4.04,0.31,6.12,0.67,0.18,1.53,1.23,15303.29,21042.03,39.36,0.01,7.92,16.28,13.99,3.06,53.87,1399.49,26.76,27.42,50.08,35.45,467.66,400.62,439.69,282.08,1035.15,492.75,432.57
Asia,Southern Asia,Rajkot,India,3.06,12.24,3.67,6.12,4.59,1.01,0.37,0.4,0.7,0.39,0.88,1.08,5.59,2.45,9.79,2.2,0.44,1.35,0.46,0.31,0.37,0.41,0.34,18.36,1.1,1.84,4.04,0.2,9.18,0.73,0.24,2.45,1.28,12242.64,22036.74,42.85,0.01,6.53,32.75,12.24,3.06,75.6,1414.02,27.28,26.73,34.69,23.26,91.82,70.4,214.25,168.34,3040.54,2262.34,428.49
Asia,Southern Asia,Jabalpur,India,3.06,7.35,3.06,2.02,3.67,1.99,0.44,0.16,0.71,0.41,0.51,0.88,4.08,2.57,6.12,1.62,0.61,0.69,0.39,0.31,0.31,0.24,0.36,7.35,2.79,3.63,4.16,0.24,6.12,0.4,0.15,2.45,1.3,12548.7,18363.95,29.38,0.01,6.73,19.38,4.28,3.67,42.24,887.59,52.24,85.7,61.21,26.63,123.96,48.97,214.25,134.67,806.54,307.74,387.68
Asia,Southern Asia,Coimbatore,India,2.14,8.57,3.67,1.96,2.69,1.22,0.43,0.15,0.58,0.45,0.67,0.8,5.45,3.06,5.47,1.8,0.67,1.43,0.46,0.43,0.41,0.39,0.38,4.9,1.79,3.81,4.28,0.32,10.41,1.22,0.24,1.89,1.26,11936.57,21577.65,28.93,0.01,9.28,41.45,5.51,2.45,55.56,1377.3,23.17,19.18,31.72,25.9,157.11,91.21,321.37,193.16,736.47,486.09,367.28
Asia,Southern Asia,Mangalore,India,1.65,7.35,2.45,1.47,2.82,1.58,0.42,0.17,0.53,0.46,0.57,0.89,5.55,4.28,4.28,2.14,0.76,1.04,0.39,0.4,0.43,0.73,0.32,3.67,1.44,3.39,3.55,0.15,6.12,0.52,0.31,2,1.25,12242.64,16323.51,24.42,0.01,8.5,12.24,6.89,2.45,61.21,563.16,17.14,17.14,33.26,23.81,131.61,107.12,344.83,226.49,724.78,497.06,367.28
Asia,Southern Asia,Vadodara,India,2.45,15.92,4.28,2.94,4.28,1.65,0.72,0.19,0.74,0.55,0.62,0.95,4.31,3.37,3.24,2.01,0.37,1.06,0.55,0.38,0.45,0.48,0.36,9.79,1.93,2.82,4.87,0.37,6.12,0.49,0.18,1.22,1.2,12242.64,18599.01,32.22,0.01,8.19,20.36,13.16,2.45,50.67,1010.02,21.59,23.11,48.48,30.94,100.24,72.55,219.01,143.57,477.8,244.85,353
Asia,Southern Asia,Udaipur,India,2.75,12.24,2.91,1.22,3.67,2.05,0.48,0.17,0.54,0.42,0.81,0.91,4.02,4.13,14.28,2.16,0.41,0.67,0.61,0.43,0.34,0.89,0.35,13.47,1.79,3.52,4.28,0.24,6.12,0.61,0.13,1.84,1.28,11324.44,22444.83,28.96,0.01,10.71,13.77,6.12,3.37,32.14,1477.28,21.02,20.32,46.93,32.65,116.31,87.23,254.03,189.76,724.78,444.75,336.67
Asia,Southern Asia,Amravati,India,2.02,8.88,4.16,1.84,3.67,1.51,0.43,0.16,0.61,0.3,0.58,0.88,5.48,2.53,2.91,1.74,0.48,0.89,0.37,0.29,0.26,0.28,0.34,4.59,2.33,2.82,3.98,0.24,3.98,0.55,0.21,1.22,1.32,9181.98,14691.16,26.35,0.02,7.96,38.26,14.28,2.75,34.18,612.13,24.97,21.42,27.55,27.55,67.33,36.73,122.43,85.7,593,527.11,326.47
Asia,Southern Asia,Jammu,India,4.28,14.69,3.06,1.53,1.84,1.29,0.34,0.13,0.6,0.4,0.82,0.88,3.11,2.89,4.74,1.29,0.7,0.87,0.66,0.31,0.37,0.6,0.34,8.88,2,2.96,2.75,0.49,6.12,0.61,0.24,2.45,1.21,21424.61,31422.77,22.37,0.02,7.1,19.28,7.35,3.37,22.72,323.21,19.59,35.2,37.03,21.12,138.75,91.82,146.91,106.1,757.94,367.28,326.47
Asia,Southern Asia,Ludhiana,India,3.67,9.79,4.59,1.84,3.06,1.64,0.38,0.18,0.72,0.46,0.74,0.85,3.72,3.14,6.12,2.02,0.63,0.63,0.44,0.35,0.41,0.56,0.34,7.35,1.93,2.85,3.06,0.37,7.35,1.22,0.17,1.22,1.13,12854.77,20506.42,56.62,0.02,9.52,17.58,7.04,3.06,32.65,2436.28,30.61,36.73,58.92,38.48,131.61,83.56,266.28,215.78,4037.31,2250.44,319.84
Asia,Southern Asia,Warangal,India,2.45,9.79,3.37,2.14,4.28,1.59,0.37,0.16,0.72,0.53,0.49,0.83,6.73,2.45,5.51,2.14,0.61,0.8,0.43,0.34,0.47,0.55,0.37,11.02,1.84,2.45,4.41,0.34,2.2,0.24,0.36,0.71,1.35,11997.78,22036.74,20.81,0.01,8.57,12.24,12.24,2.14,20.4,489.71,13.87,12.24,25.71,30.61,55.09,36.73,134.67,97.94,612.13,306.07,306.07
Asia,Southern Asia,Jodhpur,India,2.45,9.79,3.67,1.84,3.98,1.44,0.24,0.12,0.51,0.45,0.69,0.83,3.37,2.86,2.45,1.39,0.42,0.66,0.45,0.31,0.27,0.39,0.26,12.24,1.43,2.69,4.28,0.24,15.3,0.61,0.24,0.98,1.14,8569.85,11018.37,45.91,0.01,7.03,18.36,4.28,2.45,27.55,1138.57,23.98,18.36,18.36,30.61,153.03,73.46,612.13,195.88,428.49,183.64,306.07
Asia,Southern Asia,Agartala,India,3.06,8.57,4.28,3.06,4.28,1.1,0.49,0.16,0.8,0.49,0.67,0.93,7.92,3.75,5.56,4.23,0.73,0.98,0.6,0.22,0.6,0.98,0.22,12.24,2.11,2.33,3.37,0.18,4.9,0.61,0.21,1.53,1.27,18363.95,42849.23,12.24,0.01,5.51,12.24,5.51,2.75,34.55,979.41,24.49,30.61,48.97,22.04,116.31,61.21,232.61,128.55,461.23,329.45,306.07
Asia,Southern Asia,Ranchi,India,2.45,12.24,6.12,1.47,3.18,1.59,0.45,0.16,0.66,0.42,0.62,1.06,6.12,2.05,2.45,1.22,0.58,1.18,0.41,0.33,0.38,0.51,0.27,9.18,1.89,2.69,4.04,0.24,3.98,1.84,0.24,0.86,1.25,8569.85,19588.22,21.46,0.01,8.26,18.36,18.36,3.37,26.53,1836.4,30.61,48.97,55.09,27.42,142.83,89.78,334.63,177.52,395.34,329.45,293.82
Asia,Southern Asia,Salem,India,1.22,9.18,4.9,2.75,2.45,2.14,0.43,0.31,0.66,0.47,0.69,0.86,10.2,2.57,5.47,2.65,0.73,1.18,0.31,0.39,0.47,0.43,0.39,6.12,2.24,3.98,3.37,0.24,12.24,0.61,0.18,0.61,1.33,27545.93,30606.59,18.36,0.01,9.79,46.93,6.94,3.43,48.46,2856.62,24.49,28.57,48.97,40.81,118.35,87.74,195.88,163.24,922.45,263.56,275.46
Asia,Southern Asia,Nanded,India,2.45,7.35,3.37,1.84,3.06,0.61,0.31,0.2,0.76,0.33,0.61,0.95,3.8,2.14,2.77,1.71,0.59,1.04,0.57,0.37,0.4,0.27,0.31,9.18,1.92,3.55,2.45,0.37,10.41,0.28,0.23,0.71,1.43,15303.29,29382.33,22.04,0.01,8.56,36.73,22.04,2.14,73.46,489.71,13.87,12.24,25.71,30.61,97.94,73.46,244.85,183.64,489.71,367.28,244.85
Asia,Southern Asia,Amritsar,India,1.22,10.41,2.45,1.47,3.37,2.53,0.41,0.18,0.66,0.47,0.84,1.03,4.08,4.9,4.9,1.02,0.82,0.73,0.45,0.37,0.41,0.8,0.78,7.35,1.84,3.06,3.67,0.37,24.49,1.22,0.1,1.53,1.21,14691.16,18363.95,44.89,0.01,8.72,9.18,9.79,3.67,24.49,612.13,20.4,27.55,36.73,26.53,61.21,36.73,122.43,61.21,693.75,295.86,232.61
Asia,Southern Asia,Solapur,India,0.98,6.12,3.67,1.84,1.84,0.61,0.22,0.16,0.59,0.4,0.51,0.88,4.9,2.91,2.91,0.86,0.48,0.86,0.37,0.29,0.26,0.28,0.27,6.12,1.22,2.82,3.98,0.37,3.06,0.61,0.12,1.22,1.33,12242.64,18976.09,26.35,0.02,9.79,7.35,18.36,2.33,58.76,612.13,24.97,21.42,39.18,28.57,91.82,48.97,128.55,91.82,3060.66,1836.4,183.64
Asia,Southeastern Asia,Jakarta,Indonesia,2.54,22.25,3.5,2.02,3.18,2.19,0.59,0.27,1.28,1.21,0.83,1.7,6.66,3.46,8.32,2.8,1.52,2.08,1.24,1.35,2.1,1.13,0.42,20.66,2.06,3.18,2.22,0.22,9.53,0.41,0.29,2.86,0.79,25489.74,27978.73,80.12,0.11,30.45,30.86,11.71,3.18,132.74,9934.37,38.87,25.95,72.89,80.32,482.85,270.15,1117.69,584.37,2694.05,1269.44,483.19
Asia,Southeastern Asia,Bekasi,Indonesia,1.91,13.35,3.18,2.86,4.13,1.79,0.59,0.27,1.28,1.04,0.8,1.7,8.42,3.46,8.05,2.8,1.52,1.97,1.24,1.35,2.1,1.13,0.41,19.07,2.12,3.18,2.18,0.44,3.81,0.64,0.3,2.86,0.79,31782.72,26061.83,53.78,0.14,30.78,28.6,13.77,3.18,72.04,5135.4,38.87,25.95,72.89,60.39,280.75,169.51,521.24,292.4,1426.68,911.1,443.37
Asia,Southeastern Asia,Depok,Indonesia,1.43,12.71,3.18,2.02,3.18,1.44,0.45,0.27,1.13,1.05,0.79,1.22,6.66,2.7,8.26,2.54,1.02,1.53,1.24,1.35,2.22,0.64,0.42,12.71,2.06,3.18,2.16,0.29,12.71,0.41,0.29,2.86,0.76,25489.74,27978.73,55.83,0.09,30.45,23.31,6.04,3.18,85.81,3644.42,38.87,25.95,49.55,47.67,105.94,74.16,264.86,180.1,1271.31,874.02,413.18
Asia,Southeastern Asia,Tangerang,Indonesia,1.91,19.07,3.18,2.77,3.5,1.75,0.47,0.24,1.23,1.09,0.89,1.39,8.9,4.13,7.06,2.07,1.65,2.33,1.27,1.36,4.17,0.92,0.37,10.17,3.19,3.28,1.91,0.29,7.63,0.56,0.48,9.53,0.8,34166.42,23894.25,90.18,0.18,26.67,27.55,3.6,3.18,102.1,7246.46,29.65,26.98,58.27,94.08,309.88,228.84,826.35,516.47,1716.27,788.21,397.13
Asia,Southeastern Asia,Surabaya,Indonesia,1.59,12.71,3.18,2.43,2.54,1.41,0.44,0.26,1.17,0.95,0.79,1.49,6.03,3.38,7.1,2.26,1.35,1.8,0.87,1.13,1.36,0.59,0.36,19.07,2.45,3.01,1.91,0.32,9.53,0.57,0.32,2.7,0.78,22883.56,27441.65,71.89,0.1,27.83,33.26,4.71,3.18,121.94,5951.31,47.5,31.78,73.55,57.21,224.34,139.36,495.84,347.4,1808.31,964.33,325.09
Asia,Southeastern Asia,Medan,Indonesia,1.91,9.85,2.54,1.91,3.18,1.11,0.64,0.32,1.14,1.27,0.76,1.16,4.03,2.48,7.07,2.1,1.03,1.03,0.7,0.78,1.63,0.49,0.41,7.95,1.91,2.61,1.75,0.32,6.36,0.41,0.64,3.86,0.79,34960.99,20107.87,49.26,0.09,30.98,23.31,12.08,3.02,67.8,10645.09,39.59,26.06,,44.5,104.25,65.47,381.39,206.59,1940.81,847.54,296.64
Asia,Southeastern Asia,Bandung,Indonesia,1.27,11.12,3.18,2.86,4.38,1.79,0.58,0.31,1.09,0.91,0.79,1.44,8.42,2.73,8.05,2.04,1.21,1.15,1.01,1.04,1.8,1,0.41,19.07,2.12,3.42,2.18,0.57,13.82,0.95,0.32,3.18,0.79,31782.72,24029.86,33.66,0.15,33.9,22.33,8.74,3.18,70.45,5135.4,36.02,22.6,55.39,60.39,202.35,137.86,421.12,289.22,1125.13,566.79,285.73
Asia,Southeastern Asia,Semarang,Indonesia,1.59,9.53,3.18,2.38,2.54,1.31,0.41,0.2,1.11,0.95,0.79,1.27,6.03,2.9,7.1,2.26,1.27,1.12,0.85,1.12,1.36,0.54,0.36,11.92,1.99,2.92,1.91,0.22,17.83,0.57,0.32,2.07,0.78,22883.56,27441.65,39.41,0.07,27.83,28.6,11.92,3.18,74.16,5951.31,31.77,22.25,63.57,37.08,254.26,190.7,667.44,540.31,1191.85,370.8,263.8
Asia,Southeastern Asia,Denpasar,Indonesia,3.03,25.43,3.18,2.07,2.54,2,0.67,0.28,1.21,1.31,0.79,1.27,11.44,3.1,8.77,2.78,1.32,1.44,0.69,1.03,2.22,0.64,0.43,19.07,1.74,2.07,2.22,0.21,12.71,0.64,0.46,3.5,0.75,28604.45,28191.27,50.76,0.09,31.66,25.43,5.56,4.77,135.08,8644.9,34.43,18.28,72.46,69.47,202.61,170.26,487.34,339.02,1017.05,540.31,230.42
Asia,Southeastern Asia,Makassar,Indonesia,1.27,9.53,3.18,2.03,2.86,1.75,0.49,0.25,1.22,0.98,0.8,1.44,5.83,3.58,7.31,2.46,0.84,2.24,0.78,1,1.7,1.02,0.44,12.71,2.22,3.45,2.03,0.32,9.53,0.57,0.44,3.5,0.79,24472.69,31147.07,50.2,0.08,40.79,24.63,9.01,2.86,52.76,4767.41,44.49,22.25,73.89,47.04,166.86,76.28,413.18,158.91,1271.31,413.18,226.72
Asia,Southeastern Asia,Malang,Indonesia,1.27,7.31,3.05,2.43,2.54,0.87,0.44,0.25,1.17,0.95,0.73,1.35,6.03,1.84,6.14,1.02,1.11,0.83,0.64,0.7,1.36,0.44,0.36,10.01,1.91,3.01,1.91,0.32,3.81,0.57,0.32,2.7,0.78,14874.31,14715.4,42.91,0.1,23.31,15.89,4.34,2.22,66.74,5951.31,31.15,31.78,54.03,57.21,201.29,88.99,540.31,381.39,635.65,333.72,203.41
Asia,Southeastern Asia,Mataram,Indonesia,1.08,12.71,2.38,2.38,3.81,1.11,0.57,0.14,1.21,1,0.71,1.31,3.34,2.86,6.36,2.01,1.27,1.48,0.7,0.64,1.91,0.48,0.32,12.65,2.32,3.81,1.75,0.64,19.07,0.64,0.32,3.18,0.54,24472.69,28604.45,52.75,0.06,22.25,28.6,7.95,2.07,95.35,4449.58,38.14,31.78,50.85,63.57,95.35,95.35,158.91,203.63,2733.31,1716.27,158.91
Asia,Southeastern Asia,Yogyakarta,Indonesia,1.27,7.63,2.86,2.22,2.86,1.59,0.51,0.23,1.19,0.96,0.79,1.31,7.55,2.35,7.47,1.7,1.16,1.57,0.85,1.02,1.88,0.72,0.31,9.53,2.82,4.77,2.16,0.22,9.67,0.64,0.64,3.02,0.79,22044.5,27711.35,44.5,0.01,23.89,35.76,4.77,2.86,68.86,4367.58,34.17,27.02,84.22,80.52,198.64,158.91,868.73,372.49,1271.31,317.83,153.09
Asia,Southern Asia,Shiraz,Iran,3.56,68.97,2.9,1,0.5,1.98,0.91,0.47,2.78,0.65,5.87,2.47,9.84,12.61,32.47,1.8,5.95,1.99,1.43,1.03,0.84,1.71,0.93,2,0.59,1.3,2.1,0.24,13.74,0.24,0.35,3.36,0.71,60094.34,40000,42.47,0.02,29.58,35.42,33.51,4.75,145.21,2042.78,46.91,64.53,159.38,74.06,331.87,375.36,1857.65,985.2,1423.18,2838.42,320.62
Asia,Southern Asia,Mashhad,Iran,2.59,35.63,4.03,0.7,1,1.52,1.06,0.64,0.73,0.65,2.25,1.24,2.71,2.56,6.77,0.77,1.36,0.84,0.52,0.39,0.39,0.4,0.25,0.71,0.48,0.91,1.76,0.22,10,0.49,0.36,2.93,0.55,45000,58333.33,32.61,0.01,19.16,20.36,14.64,4.75,198.1,790.25,50.02,61.26,156.88,88.52,505.05,254.46,951.88,604.1,1364.89,1167.86,304.12
Asia,Southern Asia,Tehran,Iran,4,29.19,4.96,0.88,1.94,1.49,0.88,0.76,0.81,0.53,3.79,1.32,4.13,3.2,8.1,1.15,1.41,1.11,0.67,0.6,0.51,0.51,0.31,1,0.5,1.25,3,0.36,15,0.5,0.36,3,0.72,65000,54950.14,21.13,0.01,13.79,20.43,15.59,1.5,131.35,1607.66,51.93,46.53,141.23,91.89,539.97,415.02,1392.01,942.63,2173.2,1271.62,294.97
Asia,Southern Asia,Esfahan,Iran,3,17,3,0.85,1,1.03,0.4,0.33,0.65,0.87,2.63,1.06,2.38,2.62,5.82,0.73,1.2,0.83,0.5,0.44,0.42,0.53,0.2,1,0.49,1.27,1.25,0.3,20,0.44,0.4,3.88,0.74,85000.3,87750.28,33.01,0.01,19.17,26.96,16.38,3.56,62.55,1456.67,30.77,41.67,160.56,61.41,391.31,256.75,975.59,679.03,2065,755.52,266.3
Asia,Southern Asia,Arak,Iran,3,17,3,0.85,1,1.03,0.4,0.33,0.65,0.73,2.63,0.87,1.82,2.18,5.81,0.73,1.2,0.73,0.36,0.29,0.25,0.25,0.2,1,0.49,1.27,1.25,0.73,14.52,0.36,0.4,1.45,0.36,43568.87,43568.87,33.01,0.01,19.17,10.89,7.26,3.56,62.55,1456.67,10.89,41.67,160.56,61.41,218.92,108.92,363.07,355.95,1550.58,589.32,245.08
Asia,Western Asia,Mosul,Iraq,5.49,16.41,4.22,2,1.71,1.69,0.4,0.19,1.07,0.78,1.05,1.62,4.6,3.38,8.85,0.84,1.01,0.76,0.49,0.46,0.58,0.38,0.46,3.36,1.39,1.49,1.04,0.42,30.67,1.93,1.86,4.2,0.46,19945.78,20956.21,72.98,0.06,30.31,16.06,12.61,8.41,34.65,1000,25.19,12.59,67.15,66.04,112.96,60.42,281.01,119.63,509.85,178.94,838.28
Asia,Western Asia,Erbil,Iraq,5.49,24.5,10,2,1.71,3.5,0.49,0.29,1.13,0.78,1.4,1.62,6.8,3.65,10.1,1.01,1.01,0.97,0.74,0.57,0.6,0.71,0.46,10.28,1.39,1.49,2.02,0.34,27.53,2.05,2.03,4.23,0.73,19945.78,20956.21,98.88,0.07,30.31,49.53,11.37,10,232.48,3210.98,37.07,26.81,67.15,66.04,492.96,295.11,765.75,517.82,945.35,659.96,641.26
Asia,Western Asia,Baghdad,Iraq,4.72,22.85,8,1.83,3.5,2.45,0.46,0.2,1,0.79,1.21,1.64,4.28,4.13,9.96,0.85,0.96,0.89,0.61,0.6,0.51,0.73,0.52,12.3,1.52,2.26,1.71,0.35,25.2,3,2,5.02,0.35,16000,16831.23,123.31,0.09,58.46,34.73,14.24,7,135.38,1709.02,25.09,29.61,50.21,35.95,432.77,251.24,798,459.25,2099.93,928.52,520.92
Asia,Western Asia,As Sulaymaniyah,Iraq,5.5,25.09,7.3,1.38,1.59,3.14,0.53,0.4,1.22,0.8,1.54,2.43,5.11,3.22,11.58,1.17,1.17,1.28,1.16,1.08,0.89,0.73,0.48,12.54,1.13,1.6,1.71,0.42,30.94,2.51,2.4,5,0.6,12594.46,13878.02,77.8,0.05,29.46,32.76,20.37,8.36,107.86,2382.89,31.45,29.37,50.5,51.91,302.55,243.26,548.59,412.91,996.26,674.36,513.43
Asia,Western Asia,Karbala',Iraq,4.1,15,4.91,3.53,4.21,1.52,0.34,0.26,1.02,0.64,1.33,1.65,4.59,4.68,8.87,0.87,0.96,0.85,0.74,0.58,0.44,0.59,0.57,25.21,0.72,1.31,1.68,0.38,18.76,2.29,1.37,4.11,0.35,10195.77,12899.8,81.37,0.04,48.4,22.29,14.85,8.42,68.99,747.2,15.9,18.83,31.26,34.7,207.05,151.23,372.76,241.15,1120.11,452.25,473.96
Europe,Northern Europe,Dublin,Ireland,18.7,83.1,9.87,6.23,6.23,3.71,2.31,1.78,1.25,1.83,1.46,3.23,8.75,9.47,11.03,2.61,1.83,2.44,3.11,1.68,1.07,1.01,1.47,12.46,2.69,3.53,15.58,2.08,124.64,4.15,1.56,27.01,2.1,31160.9,30422.91,231.01,0.36,57.62,47.55,18.25,13.5,1236.7,9123.65,83.17,37.13,90.27,100.97,1989.88,1738.62,3599.73,2880.73,7619.4,4698.48,3131.83
